#Scan#,Adduct,CAS_Number,Charge,Compound_Name,Compound_Source,Data_Collector,ExactMass,FileScanUniqueID,INCHI,INCHI_AUX,Instrument,IonMode,Ion_Source,LibMZ,LibraryName,LibraryQualityString,Library_Class,MQScore,MZErrorPPM,MassDiff,MoleculeExplorerDatasets,MoleculeExplorerFiles,NumberHits,Organism,PI,Precursor_MZ,Pubmed_ID,RT_Query,SharedPeaks,Smiles,SpecCharge,SpecMZ,SpectrumFile,SpectrumID,TIC_Query,UpdateWorkflowName,tags
761590,M+H,n/a,1,"NCGC00380572-01!4-[(3R,3aR,6S,6aR)-6-(4-hydroxy-3,5-dimethoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-3-yl]-2,6-dimethoxyphenol",isolated,lfnothias,418.163,spectra/specs_ms.pklbin761590,"InChI=1S/C22H26O8/c1-25-15-5-11(6-16(26-2)19(15)23)21-13-9-30-22(14(13)10-29-21)12-7-17(27-3)20(24)18(8-12)28-4/h5-8,13-14,21-24H,9-10H2,1-4H3/t13-,14-,21-,22+/m0/s1",N/A,Maxis II HD Q-TOF Bruker,positive,LC-ESI,419.17,lib-00002.mgf,Gold,1,0.794106,0,0,80,8988,1,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,419.17,n/a,175.829,13,COC1=CC(=CC(OC)=C1O)[C@H]2OC[C@H]3[C@@H]2CO[C@H]3C4=CC(OC)=C(O)C(OC)=C4,0,419.17,spectra/specs_ms.pklbin,CCMSLIB00000847713,226268,UPDATE-SINGLE-ANNOTATED-GOLD, 
761600,M+H,n/a,1,"NCGC00380493-01_C17H24O12_4H-Pyran-4-one, 2-methyl-3-[[6-O-[(2R,3R,4R)-tetrahydro-3,4-dihydroxy-4-(hydroxymethyl)-2-furanyl]-beta-D-glucopyranosyl]oxy]-",isolated,lfnothias,420.127,spectra/specs_ms.pklbin761600,"InChI=1S/C17H24O12/c1-7-13(8(19)2-3-25-7)29-15-12(22)11(21)10(20)9(28-15)4-26-16-14(23)17(24,5-18)6-27-16/h2-3,9-12,14-16,18,20-24H,4-6H2,1H3/t9-,10-,11+,12-,14+,15+,16-,17-/m1/s1",N/A,Maxis II HD Q-TOF Bruker,positive,LC-ESI,421.134,lib-00002.mgf,Gold,1,0.708102,4525.89,1.90601,2,5,1,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,421.134,n/a,224.973,7,CC/1=C(O[C@@H]2O[C@H](CO[C@@H]3OC[C@](O)(CO)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)/C(=O)/C=C\O1,0,419.228,spectra/specs_ms.pklbin,CCMSLIB00000852908,8379.53,UPDATE-SINGLE-ANNOTATED-GOLD, 
762020,M+H,13027333,1,Spectral Match to 5.alpha.-Hydroxy-6-ketocholesterol from NIST14,Isolated,Data deposited by hmohiman,0,spectra/specs_ms.pklbin762020,N/A,N/A,IT-FT/ion trap with FTMS,Positive,ESI,419.355,lib-00031.mgf,Bronze,3,0.770837,73.937,0.0310059,0,0,1,GNPS-NIST14-MATCHES,Data from Dorrestein - Pevzner,419.355,N/A,288.169,7,N/A,0,419.324,spectra/specs_ms.pklbin,CCMSLIB00003137907,11264.9,UPDATE-SINGLE-ANNOTATED-BRONZE, 
762077,M+H,13027333,1,Spectral Match to 5.alpha.-Hydroxy-6-ketocholesterol from NIST14,Isolated,Data deposited by hmohiman,0,spectra/specs_ms.pklbin762077,N/A,N/A,IT-FT/ion trap with FTMS,Positive,ESI,419.355,lib-00031.mgf,Bronze,3,0.712141,7.20449,0.00302124,0,0,1,GNPS-NIST14-MATCHES,Data from Dorrestein - Pevzner,419.355,N/A,309.834,7,N/A,0,419.352,spectra/specs_ms.pklbin,CCMSLIB00003137907,4271.2,UPDATE-SINGLE-ANNOTATED-BRONZE, 
763646,M+Na,78513,1,Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14,Isolated,Data deposited by dfloros,398.243,spectra/specs_ms.pklbin763646,"InChI=1S/C18H39O7P/c1-4-7-10-20-13-16-23-26(19,24-17-14-21-11-8-5-2)25-18-15-22-12-9-6-3/h4-18H2,1-3H3",N/A,qTof,Positive,LC-ESI,421.232,lib-00031.mgf,Bronze,3,0.774996,2.3908,0.00100708,300,18343,1,GNPS-NIST14-MATCHES,Data from P Dorrestein,421.232,N/A,359.372,6,CCCCOCCOP(OCCOCCCC)(OCCOCCCC)=O,0,421.233,spectra/specs_ms.pklbin,CCMSLIB00003138821,5256.2,UPDATE-SINGLE-ANNOTATED-BRONZE, 
764522,M+H,n/a,1,"NCGC00385223-01!(2R,3S)-7-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol",isolated,lfnothias,422.121,spectra/specs_ms.pklbin764522,"InChI=1S/C20H22O10/c21-7-20(27)8-28-19(18(20)26)29-10-4-13(23)11-6-15(25)17(30-16(11)5-10)9-1-2-12(22)14(24)3-9/h1-5,15,17-19,21-27H,6-8H2/t15-,17+,18-,19-,20+/m0/s1",N/A,Maxis II HD Q-TOF Bruker,positive,LC-ESI,423.128,lib-00002.mgf,Gold,1,0.851561,4.68804,0.00198364,30,3200,1,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,423.128,n/a,78.041,8,OC[C@@]1(O)CO[C@@H](OC2=CC(O)=C3C[C@H](O)[C@H](OC3=C2)C4=CC(O)=C(O)C=C4)[C@@H]1O,0,423.126,spectra/specs_ms.pklbin,CCMSLIB00000848636,5381.24,UPDATE-SINGLE-ANNOTATED-GOLD, 
764552,M+H,n/a,1,"NCGC00385223-01!(2R,3S)-7-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol",isolated,lfnothias,422.121,spectra/specs_ms.pklbin764552,"InChI=1S/C20H22O10/c21-7-20(27)8-28-19(18(20)26)29-10-4-13(23)11-6-15(25)17(30-16(11)5-10)9-1-2-12(22)14(24)3-9/h1-5,15,17-19,21-27H,6-8H2/t15-,17+,18-,19-,20+/m0/s1",N/A,Maxis II HD Q-TOF Bruker,positive,LC-ESI,423.128,lib-00002.mgf,Gold,1,0.822409,479.767,0.203003,30,3200,1,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,423.128,n/a,94.819,7,OC[C@@]1(O)CO[C@@H](OC2=CC(O)=C3C[C@H](O)[C@H](OC3=C2)C4=CC(O)=C(O)C=C4)[C@@H]1O,0,423.331,spectra/specs_ms.pklbin,CCMSLIB00000848636,29959.1,UPDATE-SINGLE-ANNOTATED-GOLD, 
764557,M+H,n/a,1,"NCGC00385223-01!(2R,3S)-7-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol",isolated,lfnothias,422.121,spectra/specs_ms.pklbin764557,"InChI=1S/C20H22O10/c21-7-20(27)8-28-19(18(20)26)29-10-4-13(23)11-6-15(25)17(30-16(11)5-10)9-1-2-12(22)14(24)3-9/h1-5,15,17-19,21-27H,6-8H2/t15-,17+,18-,19-,20+/m0/s1",N/A,Maxis II HD Q-TOF Bruker,positive,LC-ESI,423.128,lib-00002.mgf,Gold,1,0.752906,2.38008,0.00100708,30,3200,1,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,423.128,n/a,91.714,6,OC[C@@]1(O)CO[C@@H](OC2=CC(O)=C3C[C@H](O)[C@H](OC3=C2)C4=CC(O)=C(O)C=C4)[C@@H]1O,0,423.129,spectra/specs_ms.pklbin,CCMSLIB00000848636,3502.93,UPDATE-SINGLE-ANNOTATED-GOLD, 
764624,M+H,n/a,1,"NCGC00385223-01!(2R,3S)-7-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol",isolated,lfnothias,422.121,spectra/specs_ms.pklbin764624,"InChI=1S/C20H22O10/c21-7-20(27)8-28-19(18(20)26)29-10-4-13(23)11-6-15(25)17(30-16(11)5-10)9-1-2-12(22)14(24)3-9/h1-5,15,17-19,21-27H,6-8H2/t15-,17+,18-,19-,20+/m0/s1",N/A,Maxis II HD Q-TOF Bruker,positive,LC-ESI,423.128,lib-00002.mgf,Gold,1,0.883511,744.461,0.315002,30,3200,1,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,423.128,n/a,93.148,10,OC[C@@]1(O)CO[C@@H](OC2=CC(O)=C3C[C@H](O)[C@H](OC3=C2)C4=CC(O)=C(O)C=C4)[C@@H]1O,0,423.443,spectra/specs_ms.pklbin,CCMSLIB00000848636,30914.2,UPDATE-SINGLE-ANNOTATED-GOLD, 
764634,M+H,n/a,1,"NCGC00385223-01!(2R,3S)-7-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol",isolated,lfnothias,422.121,spectra/specs_ms.pklbin764634,"InChI=1S/C20H22O10/c21-7-20(27)8-28-19(18(20)26)29-10-4-13(23)11-6-15(25)17(30-16(11)5-10)9-1-2-12(22)14(24)3-9/h1-5,15,17-19,21-27H,6-8H2/t15-,17+,18-,19-,20+/m0/s1",N/A,Maxis II HD Q-TOF Bruker,positive,LC-ESI,423.128,lib-00002.mgf,Gold,1,0.76791,2.38008,0.00100708,30,3200,1,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,423.128,n/a,82.213,6,OC[C@@]1(O)CO[C@@H](OC2=CC(O)=C3C[C@H](O)[C@H](OC3=C2)C4=CC(O)=C(O)C=C4)[C@@H]1O,0,423.129,spectra/specs_ms.pklbin,CCMSLIB00000848636,4390.08,UPDATE-SINGLE-ANNOTATED-GOLD, 
764693,M+H,n/a,1,"NCGC00385223-01!(2R,3S)-7-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol",isolated,lfnothias,422.121,spectra/specs_ms.pklbin764693,"InChI=1S/C20H22O10/c21-7-20(27)8-28-19(18(20)26)29-10-4-13(23)11-6-15(25)17(30-16(11)5-10)9-1-2-12(22)14(24)3-9/h1-5,15,17-19,21-27H,6-8H2/t15-,17+,18-,19-,20+/m0/s1",N/A,Maxis II HD Q-TOF Bruker,positive,LC-ESI,423.128,lib-00002.mgf,Gold,1,0.84465,484.527,0.205017,30,3200,1,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,423.128,n/a,92.733,8,OC[C@@]1(O)CO[C@@H](OC2=CC(O)=C3C[C@H](O)[C@H](OC3=C2)C4=CC(O)=C(O)C=C4)[C@@H]1O,0,423.333,spectra/specs_ms.pklbin,CCMSLIB00000848636,3982.74,UPDATE-SINGLE-ANNOTATED-GOLD, 
764747,M+H,n/a,1,"NCGC00385223-01!(2R,3S)-7-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol",isolated,lfnothias,422.121,spectra/specs_ms.pklbin764747,"InChI=1S/C20H22O10/c21-7-20(27)8-28-19(18(20)26)29-10-4-13(23)11-6-15(25)17(30-16(11)5-10)9-1-2-12(22)14(24)3-9/h1-5,15,17-19,21-27H,6-8H2/t15-,17+,18-,19-,20+/m0/s1",N/A,Maxis II HD Q-TOF Bruker,positive,LC-ESI,423.128,lib-00002.mgf,Gold,1,0.796877,2.38008,0.00100708,30,3200,1,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,423.128,n/a,96.711,7,OC[C@@]1(O)CO[C@@H](OC2=CC(O)=C3C[C@H](O)[C@H](OC3=C2)C4=CC(O)=C(O)C=C4)[C@@H]1O,0,423.129,spectra/specs_ms.pklbin,CCMSLIB00000848636,4643.35,UPDATE-SINGLE-ANNOTATED-GOLD, 
764787,M+H,n/a,1,"NCGC00169146-02!2-[[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-3,4-dihydro-2H-chromen-7-yl]oxy]oxane-3,4,5-triol",isolated,lfnothias,422.121,spectra/specs_ms.pklbin764787,"InChI=1S/C20H22O10/c21-11-2-1-8(3-13(11)23)19-14(24)6-10-12(22)4-9(5-16(10)30-19)29-20-18(27)17(26)15(25)7-28-20/h1-5,14-15,17-27H,6-7H2/t14-,15?,17?,18?,19+,20?/m0/s1",N/A,Maxis II HD Q-TOF Bruker,positive,LC-ESI,423.128,lib-00002.mgf,Gold,1,0.894987,2.38008,0.00100708,8,177,1,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,423.128,n/a,94.015,11,OC1COC(OC2=CC3=C(C[C@H](O)[C@H](O3)C4=CC(O)=C(O)C=C4)C(O)=C2)C(O)C1O,0,423.129,spectra/specs_ms.pklbin,CCMSLIB00000848341,4705.96,UPDATE-SINGLE-ANNOTATED-GOLD, 
764835,M+H,n/a,1,"NCGC00385223-01!(2R,3S)-7-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol",isolated,lfnothias,422.121,spectra/specs_ms.pklbin764835,"InChI=1S/C20H22O10/c21-7-20(27)8-28-19(18(20)26)29-10-4-13(23)11-6-15(25)17(30-16(11)5-10)9-1-2-12(22)14(24)3-9/h1-5,15,17-19,21-27H,6-8H2/t15-,17+,18-,19-,20+/m0/s1",N/A,Maxis II HD Q-TOF Bruker,positive,LC-ESI,423.128,lib-00002.mgf,Gold,1,0.796772,2.38008,0.00100708,30,3200,1,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,423.128,n/a,77.804,9,OC[C@@]1(O)CO[C@@H](OC2=CC(O)=C3C[C@H](O)[C@H](OC3=C2)C4=CC(O)=C(O)C=C4)[C@@H]1O,0,423.129,spectra/specs_ms.pklbin,CCMSLIB00000848636,4778.78,UPDATE-SINGLE-ANNOTATED-GOLD, 
764871,M+H,n/a,1,"NCGC00385223-01!(2R,3S)-7-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol",isolated,lfnothias,422.121,spectra/specs_ms.pklbin764871,"InChI=1S/C20H22O10/c21-7-20(27)8-28-19(18(20)26)29-10-4-13(23)11-6-15(25)17(30-16(11)5-10)9-1-2-12(22)14(24)3-9/h1-5,15,17-19,21-27H,6-8H2/t15-,17+,18-,19-,20+/m0/s1",N/A,Maxis II HD Q-TOF Bruker,positive,LC-ESI,423.128,lib-00002.mgf,Gold,1,0.835498,524.7,0.222015,30,3200,1,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,423.128,n/a,92.817,7,OC[C@@]1(O)CO[C@@H](OC2=CC(O)=C3C[C@H](O)[C@H](OC3=C2)C4=CC(O)=C(O)C=C4)[C@@H]1O,0,423.35,spectra/specs_ms.pklbin,CCMSLIB00000848636,3665.88,UPDATE-SINGLE-ANNOTATED-GOLD, 
765277,M+H,n/a,1,"NCGC00385223-01!(2R,3S)-7-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol",isolated,lfnothias,422.121,spectra/specs_ms.pklbin765277,"InChI=1S/C20H22O10/c21-7-20(27)8-28-19(18(20)26)29-10-4-13(23)11-6-15(25)17(30-16(11)5-10)9-1-2-12(22)14(24)3-9/h1-5,15,17-19,21-27H,6-8H2/t15-,17+,18-,19-,20+/m0/s1",N/A,Maxis II HD Q-TOF Bruker,positive,LC-ESI,423.128,lib-00002.mgf,Gold,1,0.73898,2.38008,0.00100708,30,3200,1,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,423.128,n/a,80.532,7,OC[C@@]1(O)CO[C@@H](OC2=CC(O)=C3C[C@H](O)[C@H](OC3=C2)C4=CC(O)=C(O)C=C4)[C@@H]1O,0,423.129,spectra/specs_ms.pklbin,CCMSLIB00000848636,3529.93,UPDATE-SINGLE-ANNOTATED-GOLD, 
773259,M+H,123060402,1,Spectral Match to 1-Myristoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14,Isolated,Data deposited by lfnothias,0,spectra/specs_ms.pklbin773259,N/A,N/A,HCD,Positive,ESI,426.253,lib-00031.mgf,Bronze,3,0.731474,21.1205,0.00900269,86,3884,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,426.253,N/A,308.171,12,N/A,0,426.262,spectra/specs_ms.pklbin,CCMSLIB00003138156,90915.4,UPDATE-SINGLE-ANNOTATED-BRONZE, 
773273,M+H,123060402,1,Spectral Match to 1-Myristoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14,Isolated,Data deposited by lfnothias,0,spectra/specs_ms.pklbin773273,N/A,N/A,HCD,Positive,ESI,426.253,lib-00031.mgf,Bronze,3,0.73999,21.1205,0.00900269,86,3884,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,426.253,N/A,307.636,10,N/A,0,426.262,spectra/specs_ms.pklbin,CCMSLIB00003138156,46237.9,UPDATE-SINGLE-ANNOTATED-BRONZE, 
773575,[M+NH4]+,N/A,1,Cholic Acid,isolated,MoNA:VF-NPL-QEHF000523,0,spectra/specs_ms.pklbin773575,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1",N/A,ESI-QFT,positive,N/A,426.321,lib-00028.mgf,Bronze,3,0.88681,2.29067,0.000976562,1,3,1,MONA,MoNA,426.321,N/A,269.469,13,N/A,0,426.322,spectra/specs_ms.pklbin,CCMSLIB00004691586,4708.32,UPDATE-SINGLE-ANNOTATED-BRONZE, 
777115,[M+H],58864-81-6,1,"ReSpect:PS125605 alpha-Tocotrienol|(2R,3'E,7'E)-alpha-Tocotrienol",Isolated,ReSpect,0,spectra/specs_ms.pklbin777115,N/A,N/A,Flow-injection QqQ/MS,Positive,ESI,425.64,lib-00009.mgf,Bronze,3,0.726862,4033.88,1.71698,0,0,1,RESPECT,Putative ReSpect Match,425.64,N/A,443.371,5,CC1=C(C(=C2CCC(OC2=C1C)(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C)O,0,427.357,spectra/specs_ms.pklbin,CCMSLIB00000220639,6807.68,UPDATE-SINGLE-ANNOTATED-BRONZE, 
780146,[M+H],N/A,1,ReSpect:PS001803 (+-)-alpha-Tocopherol|Vitamin E|DL-all-rac-alpha-Tocopherol|Phytogermine|Profecundin|Syntopherol|Waynecomycin|Almefrol|Denamone|Emipherol,Isolated,ReSpect,0,spectra/specs_ms.pklbin780146,N/A,N/A,Flow-injection QqQ/MS,Positive,ESI,430.64,lib-00009.mgf,Bronze,3,0.790604,2840.01,1.22302,0,0,1,RESPECT,Putative ReSpect Match,430.64,N/A,578.897,5,CC1=C(C(=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)C)O,0,429.417,spectra/specs_ms.pklbin,CCMSLIB00000212392,10353.5,UPDATE-SINGLE-ANNOTATED-BRONZE, 
780296,[M+H],N/A,1,ReSpect:PS001803 (+-)-alpha-Tocopherol|Vitamin E|DL-all-rac-alpha-Tocopherol|Phytogermine|Profecundin|Syntopherol|Waynecomycin|Almefrol|Denamone|Emipherol,Isolated,ReSpect,0,spectra/specs_ms.pklbin780296,N/A,N/A,Flow-injection QqQ/MS,Positive,ESI,430.64,lib-00009.mgf,Bronze,3,0.800173,2826.05,1.21701,0,0,1,RESPECT,Putative ReSpect Match,430.64,N/A,553.983,5,CC1=C(C(=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)C)O,0,429.423,spectra/specs_ms.pklbin,CCMSLIB00000212392,10342.2,UPDATE-SINGLE-ANNOTATED-BRONZE, 
780368,[M+H],N/A,1,ReSpect:PS001803 (+-)-alpha-Tocopherol|Vitamin E|DL-all-rac-alpha-Tocopherol|Phytogermine|Profecundin|Syntopherol|Waynecomycin|Almefrol|Denamone|Emipherol,Isolated,ReSpect,0,spectra/specs_ms.pklbin780368,N/A,N/A,Flow-injection QqQ/MS,Positive,ESI,430.64,lib-00009.mgf,Bronze,3,0.868887,2944.47,1.26801,0,0,1,RESPECT,Putative ReSpect Match,430.64,N/A,481.093,5,CC1=C(C(=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)C)O,0,429.372,spectra/specs_ms.pklbin,CCMSLIB00000212392,4855.16,UPDATE-SINGLE-ANNOTATED-BRONZE, 
780577,M+H,59029,1,Spectral Match to (+)-.alpha.-Tocopherol from NIST14,Isolated,Data deposited by mernst,0,spectra/specs_ms.pklbin780577,N/A,N/A,IT/ion trap,Positive,ESI,431.378,lib-00031.mgf,Bronze,3,0.701853,4620.03,1.99298,48,2435,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,431.378,N/A,553.623,6,N/A,0,429.385,spectra/specs_ms.pklbin,CCMSLIB00003136792,25802,UPDATE-SINGLE-ANNOTATED-BRONZE, 
780581,M+H,59029,1,Spectral Match to (+)-.alpha.-Tocopherol from NIST14,Isolated,Data deposited by pmallard,0,spectra/specs_ms.pklbin780581,N/A,N/A,Q-TOF,Positive,ESI,431.38,lib-00031.mgf,Bronze,3,0.74494,4580.68,1.97601,48,2435,1,GNPS-NIST14-MATCHES,Data from Wolfender/Litaudon,431.38,N/A,579.641,8,N/A,0,429.404,spectra/specs_ms.pklbin,CCMSLIB00003138013,3868.62,UPDATE-SINGLE-ANNOTATED-BRONZE, 
780804,M+H,59029,1,Spectral Match to (+)-.alpha.-Tocopherol from NIST14,Isolated,Data deposited by pmallard,0,spectra/specs_ms.pklbin780804,N/A,N/A,Q-TOF,Positive,ESI,431.38,lib-00031.mgf,Bronze,3,0.764746,4617.75,1.992,48,2435,1,GNPS-NIST14-MATCHES,Data from Wolfender/Litaudon,431.38,N/A,545.202,8,N/A,0,429.388,spectra/specs_ms.pklbin,CCMSLIB00003138013,8526.9,UPDATE-SINGLE-ANNOTATED-BRONZE, 
780878,[M+H],N/A,1,ReSpect:PS001803 (+-)-alpha-Tocopherol|Vitamin E|DL-all-rac-alpha-Tocopherol|Phytogermine|Profecundin|Syntopherol|Waynecomycin|Almefrol|Denamone|Emipherol,Isolated,ReSpect,0,spectra/specs_ms.pklbin780878,N/A,N/A,Flow-injection QqQ/MS,Positive,ESI,430.64,lib-00009.mgf,Bronze,3,0.793381,2942.2,1.26703,0,0,1,RESPECT,Putative ReSpect Match,430.64,N/A,552.736,5,CC1=C(C(=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)C)O,0,429.373,spectra/specs_ms.pklbin,CCMSLIB00000212392,9661,UPDATE-SINGLE-ANNOTATED-BRONZE, 
7840,M-H,451-13-8,0,HOMOGENTISATE,Commercial standard,Prasad,168.042,spectra/specs_ms.pklbin7840,N/A,N/A,Q-Exactive Plus,Negative,LC-ESI,167.034,lib-00015.mgf,Gold,1,0.872704,11847.9,1.979,0,0,1,GNPS-EMBL-MCF,Alexandrov Theodore,167.034,780,267.417,5,C1=CC(=C(C=C1O)CC(=O)O)O,0,165.055,spectra/specs_ms.pklbin,CCMSLIB00000578359,6654.15,UPDATE-SINGLE-ANNOTATED-GOLD, 
784229,M+ACN+H,n/a,1,"NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate",isolated,lfnothias,390.204,spectra/specs_ms.pklbin784229,"InChI=1S/C22H30O6/c1-10-6-15-14(17(10)25)7-13(9-23)8-16-18-20(4,5)22(18,28-12(3)24)19(26)11(2)21(15,16)27/h6,8,11,14-16,18-19,23,26-27H,7,9H2,1-5H3",N/A,Maxis II HD Q-TOF Bruker,positive,LC-ESI,432.238,lib-00002.mgf,Gold,1,0.830792,166.625,0.0720215,259,31040,1,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,432.238,n/a,303.128,7,CC1C(O)C2(OC(C)=O)C(C3\C=C(CO)/CC4C(\C=C(C)/C4=O)C13O)C2(C)C,0,432.166,spectra/specs_ms.pklbin,CCMSLIB00000853386,106106,UPDATE-SINGLE-ANNOTATED-GOLD, 
784254,M+ACN+H,n/a,1,"NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate",isolated,lfnothias,390.204,spectra/specs_ms.pklbin784254,"InChI=1S/C22H30O6/c1-10-6-15-14(17(10)25)7-13(9-23)8-16-18-20(4,5)22(18,28-12(3)24)19(26)11(2)21(15,16)27/h6,8,11,14-16,18-19,23,26-27H,7,9H2,1-5H3",N/A,Maxis II HD Q-TOF Bruker,positive,LC-ESI,432.238,lib-00002.mgf,Gold,1,0.768024,4.65984,0.00201416,259,31040,1,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,432.238,n/a,304.046,9,CC1C(O)C2(OC(C)=O)C(C3\C=C(CO)/CC4C(\C=C(C)/C4=O)C13O)C2(C)C,0,432.236,spectra/specs_ms.pklbin,CCMSLIB00000853386,194384,UPDATE-SINGLE-ANNOTATED-GOLD, 
784329,M+Na,81-25-4,1,Cholic acid,Commercial,Robin Schmid,408.288,spectra/specs_ms.pklbin784329,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1",BHQCQFFYRZLCQQ-OELDTZBJSA-N,qTof,Positive,LC-ESI,431.277,lib-00013.mgf,Bronze,3,0.826288,0,0,132,10171,1,GNPS-LIBRARY,Uwe Karst,431.277, ,270.298,13,[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])C[C@H](O)[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCC(O)=O,0,431.277,spectra/specs_ms.pklbin,CCMSLIB00005435980,31161.9,UPDATE-SINGLE-ANNOTATED-BRONZE, 
