,Median OR,95% Interval,90% Interval,75% Interval
4-hydroxyphenylacetate sulfate,1.0,"(1.0, 0.92477945)","(1.0, 1.0)","(1.0, 1.0)"
4-hydroxyphenylacetylglutamine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-aminovalerate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-acetylamino-6-formylamino-3-methyluracil,1.0,"(1.0, 0.68983696)","(1.0, 0.69170204)","(1.0, 0.98708414)"
5-acetylamino-6-amino-3-methyluracil,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-(galactosylhydroxy)-L-lysine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-(2-Hydroxyethyl)-4-methylthiazole,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5,6-dihydrouridine",1.0,"(1.0, 0.94847486)","(1.0, 0.96280922)","(1.0, 1.0)"
"5,6-dihydrouracil",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5,6-dihydrothymine",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
4-acetamidophenol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
4-vinylphenol sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
4-methylthio-2-oxobutanoate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
4-methylhexanoylglycine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
4-methylhexanoylglutamine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
4-methylguaiacol sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
4-methylcatechol sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
4-methyl-2-oxopentanoate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
4-imidazoleacetate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
4-hydroxyphenylpyruvate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
4-ureidobutyrate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
4-acetamidobutanoate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
4-acetamidobenzoate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3beta-hydroxy-5-cholestenoate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-hydroxystachydrine*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-hydroxysebacate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-hydroxyquinine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-hydroxyphenylacetate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-hydroxypalmitoylcarnitine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-hydroxypalmitate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-hydroxyoleoylcarnitine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-hydroxyoleate*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-hydroxystearate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-hydroxyoctanoylglycine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-hydroxymyristate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-hydroxymargaroylglycine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-hydroxymargarate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-hydroxylaurate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-hydroxyisonicotinic acid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-hydroxyisobutyrate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-hydroxyhippurate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-hydroxyhexanoylcarnitine (1),1.0,"(1.0, 1.12873778)","(1.0, 1.01572232)","(1.0, 1.0)"
3-hydroxyoctanoate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2-hydroxybehenate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-hydroxysuberate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-indoleglyoxylic acid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3b-hydroxy-5-cholenoic acid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-ureidopropionate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-ureidoisobutyrate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-sulfo-L-alanine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-S-cysteinyl-2-methylpropanoate*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-methylxanthine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-methylurate*,1.0,"(1.0, 0.93762987)","(1.0, 0.97863161)","(1.0, 1.0)"
3-methylhistidine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-hydroxytridecanoate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-methylglutarylcarnitine (2),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-methylglutaconate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-methyladipate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-methyl-2-oxovalerate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-methyl-2-oxobutyrate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-methyl catechol sulfate (1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-methoxycatechol sulfate (1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-ketosphinganine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-indoxyl sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
3-methylglutarate/2-methylglutarate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-dodecenoate (12:1n7),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2-hydroxyarachidate*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2-hydroxyacetaminophen sulfate*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-linolenoyl-GPC (18:3)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-linolenoyl-digalactosylglycerol (18:3)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-linolenoyl-2-hexadecatrienoyl-galactosylglycerol (18:3/16:3),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-dihomo-linoleoylglycerol (20:2),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-dihomo-linolenylglycerol (20:3),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-carboxyethylvaline,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-carboxyethyltyrosine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-carboxyethylphenylalanine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-carboxyethylleucine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-carboxyethylisoleucine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-arachidonylglycerol (20:4),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-(1-enyl-stearoyl)-GPE (P-18:0)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-(1-enyl-palmitoyl)-GPE (P-16:0)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-(1-enyl-palmitoyl)-GPC (P-16:0)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-linolenoyl-GPG (18:3)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-linolenoylglycerol (18:3),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-linoleoyl-2-linolenoyl-digalactosylglycerol (18:2/18:3)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-linoleoyl-2-linolenoyl-galactosylglycerol (18:2/18:3)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-methylnicotinamide,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-methylhypoxanthine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-methylhistidine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-methylhistamine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-methylguanidine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-methyladenine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-methyl-5-imidazoleacetate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-methyl-4-imidazoleacetate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-margaroylglycerol (17:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-linoleoyl-GPI* (18:2)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-linoleoyl-GPG (18:2)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-linoleoyl-GPE (18:2)*,1.0,"(1.0, 0.66651009)","(1.0, 0.85847304)","(1.0, 1.0)"
1-linoleoyl-GPC (18:2),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-linoleoyl-GPA (18:2)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-linoleoyl-galactosylglycerol (18:2)*,1.0,"(1.0, 1.232445)","(1.0, 1.06056311)","(1.0, 1.0)"
1-linoleoyl-digalactosylglycerol (18:2)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-linoleoylglycerol (18:2),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-methylurate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
(N(1) + N(8))-acetylspermidine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
(3'-5')-uridylyluridine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
(3'-5')-uridylylguanosine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
(3'-5')-guanylyluridine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
(3'-5')-guanylylcytidine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
(3'-5')-guanylyladenosine*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
(3'-5')-cytidylyluridine*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
(3'-5')-cytidylylguanosine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
(3'-5')-adenylyluridine,1.0,"(1.0, 0.93941306)","(1.0, 1.0)","(1.0, 1.0)"
(3'-5')-adenylylguanosine*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
(3'-5')-adenylylcytidine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
(3'-5')-adenylyladenosine*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
(16 or 17)-methylstearate (a19:0 or i19:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
(15:3)-anacardic acid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
(15:2)-anacardic acid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
(15:0)-anacardic acid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
(14 or 15)-methylpalmitate (a17:0 or i17:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
(R)-salsolinol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
(S)-3-hydroxybutyrylcarnitine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
(S)-a-amino-omega-caprolactam,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1'-hydroxymidazolam,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-(1-enyl-oleoyl)-GPE (P-18:1)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"1,7-dimethylurate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"1,6-anhydroglucose",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"1,5-anhydroglucitol (1,5-AG)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"1,4-butanediol",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"1,3-propanediol",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"1,3-dimethylurate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"1,3,7-trimethylurate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"1,2-dilinoleoyl-GPC (18:2/18:2)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"1,2-dilinoleoyl-galactosylglycerol (18:2/18:2)*",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"1,2-dilinoleoyl-digalactosylglycerol (18:2/18:2)*",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"1,2-dilinolenoyl-galactosylglycerol (18:3/18:3)*",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"1,2-dilinolenoyl-digalactosylglycerol (18:3/18:3)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"1,2,3-benzenetriol sulfate (2)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"1,2,3-benzenetriol sulfate (1)",1.0,"(1.0, 0.92394753)","(1.0, 1.0)","(1.0, 1.0)"
"1,1-kestotetraose",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"1,2-dipalmitoyl-GPC (16:0/16:0)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-methylxanthine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-myristoyl-2-palmitoyl-GPC (14:0/16:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-myristoylglycerol (14:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2'-deoxyuridine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2'-deoxyinosine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2'-deoxyguanosine 5'-monophosphate (dGMP),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2'-deoxyguanosine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dCMP,1.0,"(1.0, 0.82985856)","(1.0, 0.95848631)","(1.0, 1.0)"
2'-deoxycytidine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2'-deoxyadenosine 5'-monophosphate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2'-deoxyadenosine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
16a-hydroxy DHEA 3-sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
13-HODE + 9-HODE,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
12-ketolithocholate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
12-dehydrocholate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"12,13-DiHOME",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
11beta-hydroxyetiocholanolone glucuronide*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
11-ketoetiocholanolone sulfate,1.0,"(1.0, 1.11393635)","(1.0, 1.0)","(1.0, 1.0)"
10-undecenoate (11:1n1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
10-nonadecenoate (19:1n9),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2'-O-methyluridine,1.0,"(1.0, 0.82119063)","(1.0, 0.88497136)","(1.0, 1.0)"
"2,3-dihydroxy-2-methylbutyrate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"2,3-dihydroxyisovalerate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2-hydroxy-4-(methylthio)butanoic acid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2-hydroxy-3-methylvalerate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2-dimethylaminoethanol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2-dihomo-linoleoylglycerol (20:2)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2-arachidonoylglycerol (20:4),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2-aminophenol sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2-aminophenol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2-aminoadipate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
10-hydroxystearate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2-acetolactate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2-acetamidobutanoate,1.0,"(1.0, 0.56096318)","(1.0, 0.56858754)","(1.0, 0.63960787)"
"2,8-quinolinediol sulfate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"2,8-quinolinediol",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"2,6-dihydroxybenzoic acid",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"2,4-dihydroxyhydrocinnamate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"2,4-dihydroxybutyrate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"2,4,6-trihydroxybenzoate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"2,3-dimethylsuccinate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2-acetamidophenol sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
10-heptadecenoate (17:1n7),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-stearoyl-GPS (18:0)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-stearoyl-GPI (18:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-palmitoyl-2-oleoyl-GPC (16:0/18:1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-palmitoyl-2-linoleoyl-GPI (16:0/18:2),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-palmitoyl-2-linoleoyl-galactosylglycerol (16:0/18:2)*,1.0,"(1.0, 2.57796415)","(1.0, 2.30343157)","(1.0, 1.68303717)"
1-palmitoyl-2-linoleoyl-digalactosylglycerol (16:0/18:2)*,1.0,"(1.0, 0.81472879)","(1.0, 0.87572777)","(1.0, 0.91530311)"
1-palmitoyl-2-linolenoyl-galactosylglycerol (16:0/18:3)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-palmitoyl-2-linolenoyl-digalactosylglycerol (16:0/18:3),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-palmitoyl-2-oleoyl-GPE (16:0/18:1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-palmitoleoylglycerol (16:1)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"1-oleoyl-sn-glycero-2',3'-cyclic phosphate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-oleoyl-GPS (18:1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-oleoyl-GPI (18:1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-oleoyl-GPG (18:1)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-oleoyl-GPE (18:1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-oleoyl-GPC (18:1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-oleoylglycerophosphate (18:1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*,1.0,"(1.0, 1.07745308)","(1.0, 1.0)","(1.0, 1.0)"
1-oleoylglycerol (18:1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
2-hydroxyadipate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-palmitoyl-galactosylglycerol (16:0)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-stearoyl-GPG (18:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-stearoyl-GPE (18:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-stearoyl-GPC (18:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-stearoyl-GPA (18:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-stearoyl-2-oleoyl-GPS (18:0/18:1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-stearoyl-2-oleoyl-GPE (18:0/18:1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-stearoyl-2-oleoyl-GPC (18:0/18:1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-palmitoyl-digalactosylglycerol (16:0)*,1.0,"(1.0, 1.02911581)","(1.0, 1.0)","(1.0, 1.0)"
1-ribosyl-imidazoleacetate*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-palmitoylglycerol (16:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-palmitoyl-sulfoquinovopyranosyl-glycerol (16:0)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-palmitoyl-GPS (16:0)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-palmitoyl-GPI* (16:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-palmitoyl-GPG (16:0)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-palmitoyl-GPE (16:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-palmitoyl-GPC (16:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-palmitoyl-GPA (16:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
1-pentadecanoylglycerol (15:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
gamma-glutamylmethionine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-dodecenoylcarnitine (C12:1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-hydroxyhexanoate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
desmethylnaproxen,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
